ID,subjectID,name,shift,weekday,week,semester,students
301001_3_2023_8,'301001,Những nguyên lý cơ bản của chủ nghĩa Mác - Lênin,1,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26-27-,hk3,-52213001--52213002--52213003--52213004--52213005--52213006--52213007--52213008--52213009--52213010--52213011--52213012--52213013--52213014--52213015--52213016--52213017--52213018--52213019--52213020--52213021--52213022--52213023--52213024--52213025--52213026--52213027--52213028--52213029--52213030--52213031--52213032--52213033--52213034--52213035--52213036--52213037--52213038--52213039--52213040--52213041--52213042--52213043--52213044--52213045--52213046--52213047--52213048--52213049--52213050-
001203_3_2023_8,'001203,Tiếng Anh 3,3,3,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26-27-,hk3,-52213001--52213002--52213003--52213004--52213005--52213006--52213007--52213008--52213009--52213010--52213011--52213012--52213013--52213014--52213015--52213016--52213017--52213018--52213019--52213020--52213021--52213022--52213023--52213024--52213025--52213026--52213027--52213028--52213029--52213030--52213031--52213032--52213033--52213034--52213035--52213036--52213037--52213038--52213039--52213040--52213041--52213042--52213043--52213044--52213045--52213046--52213047--52213048--52213049--52213050-
501044_3_2023_9,'501044,Cấu trúc rời rạc,2,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk3,-52213051--52213052--52213053--52213054--52213055--52213056--52213057--52213058--52213059--52213060--52213061--52213062--52213063--52213064--52213065--52213066--52213067--52213068--52213069--52213070--52213071--52213072--52213073--52213074--52213075--52213076--52213077--52213078--52213079--52213080--52213081--52213082--52213083--52213084--52213085--52213086--52213087--52213088--52213089--52213090--52213091--52213092--52213093--52213094--52213095--52213096--52213097--52213098--52213099--52213100-
501044TH_3_2023_9,'501044TH,Thực hành cấu trúc rời rạc,3,3,-1-2-3-4-5-6-7-8-9-10-,hk3,-52213051--52213052--52213053--52213054--52213055--52213056--52213057--52213058--52213059--52213060--52213061--52213062--52213063--52213064--52213065--52213066--52213067--52213068--52213069--52213070--52213071--52213072--52213073--52213074--52213075--52213076--52213077--52213078--52213079--52213080--52213081--52213082--52213083--52213084--52213085--52213086--52213087--52213088--52213089--52213090--52213091--52213092--52213093--52213094--52213095--52213096--52213097--52213098--52213099--52213100-
D02029_3_2023_9,'D02029,Giáo dục quốc phòng - Học phần 2,1,7,-2-3-4-5-6-7-8-9-10-11-,hk3,-52213051--52213052--52213053--52213054--52213055--52213056--52213057--52213058--52213059--52213060--52213061--52213062--52213063--52213064--52213065--52213066--52213067--52213068--52213069--52213070--52213071--52213072--52213073--52213074--52213075--52213076--52213077--52213078--52213079--52213080--52213081--52213082--52213083--52213084--52213085--52213086--52213087--52213088--52213089--52213090--52213091--52213092--52213093--52213094--52213095--52213096--52213097--52213098--52213099--52213100-
300084_3_2023_9,'300084,Kỹ năng viết và trình bày,3,5,-2-3-4-,hk3,-52213051--52213052--52213053--52213054--52213055--52213056--52213057--52213058--52213059--52213060--52213061--52213062--52213063--52213064--52213065--52213066--52213067--52213068--52213069--52213070--52213071--52213072--52213073--52213074--52213075--52213076--52213077--52213078--52213079--52213080--52213081--52213082--52213083--52213084--52213085--52213086--52213087--52213088--52213089--52213090--52213091--52213092--52213093--52213094--52213095--52213096--52213097--52213098--52213099--52213100-
502047_3_2023_9,'502047,Nhập môn hệ điều hành,1,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk3,-52213051--52213052--52213053--52213054--52213055--52213056--52213057--52213058--52213059--52213060--52213061--52213062--52213063--52213064--52213065--52213066--52213067--52213068--52213069--52213070--52213071--52213072--52213073--52213074--52213075--52213076--52213077--52213078--52213079--52213080--52213081--52213082--52213083--52213084--52213085--52213086--52213087--52213088--52213089--52213090--52213091--52213092--52213093--52213094--52213095--52213096--52213097--52213098--52213099--52213100-
502047TH_3_2023_9,'502047TH,Thực hành nhập môn hệ điều hành,3,6,-1-2-3-4-5-6-7-8-9-10-,hk3,-52213051--52213052--52213053--52213054--52213055--52213056--52213057--52213058--52213059--52213060--52213061--52213062--52213063--52213064--52213065--52213066--52213067--52213068--52213069--52213070--52213071--52213072--52213073--52213074--52213075--52213076--52213077--52213078--52213079--52213080--52213081--52213082--52213083--52213084--52213085--52213086--52213087--52213088--52213089--52213090--52213091--52213092--52213093--52213094--52213095--52213096--52213097--52213098--52213099--52213100-
502046_3_2023_9,'502046,Nhập môn Mạng máy tính,2,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-,hk3,-52213051--52213052--52213053--52213054--52213055--52213056--52213057--52213058--52213059--52213060--52213061--52213062--52213063--52213064--52213065--52213066--52213067--52213068--52213069--52213070--52213071--52213072--52213073--52213074--52213075--52213076--52213077--52213078--52213079--52213080--52213081--52213082--52213083--52213084--52213085--52213086--52213087--52213088--52213089--52213090--52213091--52213092--52213093--52213094--52213095--52213096--52213097--52213098--52213099--52213100-
502046TH_3_2023_9,'502046TH,Thực hành nhập môn Mạng máy tính,4,5,-1-2-3-4-5-6-7-8-9-10-,hk3,-52213051--52213052--52213053--52213054--52213055--52213056--52213057--52213058--52213059--52213060--52213061--52213062--52213063--52213064--52213065--52213066--52213067--52213068--52213069--52213070--52213071--52213072--52213073--52213074--52213075--52213076--52213077--52213078--52213079--52213080--52213081--52213082--52213083--52213084--52213085--52213086--52213087--52213088--52213089--52213090--52213091--52213092--52213093--52213094--52213095--52213096--52213097--52213098--52213099--52213100-
L00021_3_2023_9,'L00021,Những kỹ năng thiết yếu cho sự phát triển bền vững - Thái độ sống 2,1,5,-4-5-6-,hk3,-52213051--52213052--52213053--52213054--52213055--52213056--52213057--52213058--52213059--52213060--52213061--52213062--52213063--52213064--52213065--52213066--52213067--52213068--52213069--52213070--52213071--52213072--52213073--52213074--52213075--52213076--52213077--52213078--52213079--52213080--52213081--52213082--52213083--52213084--52213085--52213086--52213087--52213088--52213089--52213090--52213091--52213092--52213093--52213094--52213095--52213096--52213097--52213098--52213099--52213100-
301001_3_2023_9,'301001,Những nguyên lý cơ bản của chủ nghĩa Mác - Lênin,3,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-21-22-23-26-27-28-,hk3,-52213051--52213052--52213053--52213054--52213055--52213056--52213057--52213058--52213059--52213060--52213061--52213062--52213063--52213064--52213065--52213066--52213067--52213068--52213069--52213070--52213071--52213072--52213073--52213074--52213075--52213076--52213077--52213078--52213079--52213080--52213081--52213082--52213083--52213084--52213085--52213086--52213087--52213088--52213089--52213090--52213091--52213092--52213093--52213094--52213095--52213096--52213097--52213098--52213099--52213100-
001203_3_2023_9,'001203,Tiếng Anh 3,4,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26-27-,hk3,-52213051--52213052--52213053--52213054--52213055--52213056--52213057--52213058--52213059--52213060--52213061--52213062--52213063--52213064--52213065--52213066--52213067--52213068--52213069--52213070--52213071--52213072--52213073--52213074--52213075--52213076--52213077--52213078--52213079--52213080--52213081--52213082--52213083--52213084--52213085--52213086--52213087--52213088--52213089--52213090--52213091--52213092--52213093--52213094--52213095--52213096--52213097--52213098--52213099--52213100-
501044_3_2023_10,'501044,Cấu trúc rời rạc,2,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk3,-52201101--52201102--52201103--52201104--52201105--52201106--52201107--52201108--52201109--52201110--52201111--52201112--52201113--52201114--52201115--52201116--52201117--52201118--52201119--52201120--52201121--52201122--52201123--52201124--52201125--52201126--52201127--52201128--52201129--52201130--52201131--52201132--52201133--52201134--52201135--52201136--52201137--52201138--52201139--52201140--52201141--52201142--52201143--52201144--52201145--52201146--52201147--52201148--52201149--52201150-
501044TH_3_2023_10,'501044TH,Thực hành cấu trúc rời rạc,1,6,-1-2-3-4-5-6-7-8-9-10-,hk3,-52201101--52201102--52201103--52201104--52201105--52201106--52201107--52201108--52201109--52201110--52201111--52201112--52201113--52201114--52201115--52201116--52201117--52201118--52201119--52201120--52201121--52201122--52201123--52201124--52201125--52201126--52201127--52201128--52201129--52201130--52201131--52201132--52201133--52201134--52201135--52201136--52201137--52201138--52201139--52201140--52201141--52201142--52201143--52201144--52201145--52201146--52201147--52201148--52201149--52201150-
D02029_3_2023_10,'D02029,Giáo dục quốc phòng - Học phần 2,3,2,-1-2-3-4-5-6-7-8-9-10-,hk3,-52201101--52201102--52201103--52201104--52201105--52201106--52201107--52201108--52201109--52201110--52201111--52201112--52201113--52201114--52201115--52201116--52201117--52201118--52201119--52201120--52201121--52201122--52201123--52201124--52201125--52201126--52201127--52201128--52201129--52201130--52201131--52201132--52201133--52201134--52201135--52201136--52201137--52201138--52201139--52201140--52201141--52201142--52201143--52201144--52201145--52201146--52201147--52201148--52201149--52201150-
300084_3_2023_10,'300084,Kỹ năng viết và trình bày,4,5,-4-5-6-,hk3,-52201101--52201102--52201103--52201104--52201105--52201106--52201107--52201108--52201109--52201110--52201111--52201112--52201113--52201114--52201115--52201116--52201117--52201118--52201119--52201120--52201121--52201122--52201123--52201124--52201125--52201126--52201127--52201128--52201129--52201130--52201131--52201132--52201133--52201134--52201135--52201136--52201137--52201138--52201139--52201140--52201141--52201142--52201143--52201144--52201145--52201146--52201147--52201148--52201149--52201150-
502047_3_2023_10,'502047,Nhập môn hệ điều hành,2,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk3,-52201101--52201102--52201103--52201104--52201105--52201106--52201107--52201108--52201109--52201110--52201111--52201112--52201113--52201114--52201115--52201116--52201117--52201118--52201119--52201120--52201121--52201122--52201123--52201124--52201125--52201126--52201127--52201128--52201129--52201130--52201131--52201132--52201133--52201134--52201135--52201136--52201137--52201138--52201139--52201140--52201141--52201142--52201143--52201144--52201145--52201146--52201147--52201148--52201149--52201150-
502047TH_3_2023_10,'502047TH,Thực hành nhập môn hệ điều hành,4,3,-1-2-3-4-5-6-7-8-9-10-,hk3,-52201101--52201102--52201103--52201104--52201105--52201106--52201107--52201108--52201109--52201110--52201111--52201112--52201113--52201114--52201115--52201116--52201117--52201118--52201119--52201120--52201121--52201122--52201123--52201124--52201125--52201126--52201127--52201128--52201129--52201130--52201131--52201132--52201133--52201134--52201135--52201136--52201137--52201138--52201139--52201140--52201141--52201142--52201143--52201144--52201145--52201146--52201147--52201148--52201149--52201150-
502046_3_2023_10,'502046,Nhập môn Mạng máy tính,3,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk3,-52201101--52201102--52201103--52201104--52201105--52201106--52201107--52201108--52201109--52201110--52201111--52201112--52201113--52201114--52201115--52201116--52201117--52201118--52201119--52201120--52201121--52201122--52201123--52201124--52201125--52201126--52201127--52201128--52201129--52201130--52201131--52201132--52201133--52201134--52201135--52201136--52201137--52201138--52201139--52201140--52201141--52201142--52201143--52201144--52201145--52201146--52201147--52201148--52201149--52201150-
502046TH_3_2023_10,'502046TH,Thực hành nhập môn Mạng máy tính,1,5,-1-2-3-4-5-6-7-8-9-10-,hk3,-52201101--52201102--52201103--52201104--52201105--52201106--52201107--52201108--52201109--52201110--52201111--52201112--52201113--52201114--52201115--52201116--52201117--52201118--52201119--52201120--52201121--52201122--52201123--52201124--52201125--52201126--52201127--52201128--52201129--52201130--52201131--52201132--52201133--52201134--52201135--52201136--52201137--52201138--52201139--52201140--52201141--52201142--52201143--52201144--52201145--52201146--52201147--52201148--52201149--52201150-
L00021_3_2023_10,'L00021,Những kỹ năng thiết yếu cho sự phát triển bền vững - Thái độ sống 2,4,6,-1-2-3-,hk3,-52201101--52201102--52201103--52201104--52201105--52201106--52201107--52201108--52201109--52201110--52201111--52201112--52201113--52201114--52201115--52201116--52201117--52201118--52201119--52201120--52201121--52201122--52201123--52201124--52201125--52201126--52201127--52201128--52201129--52201130--52201131--52201132--52201133--52201134--52201135--52201136--52201137--52201138--52201139--52201140--52201141--52201142--52201143--52201144--52201145--52201146--52201147--52201148--52201149--52201150-
301001_3_2023_10,'301001,Những nguyên lý cơ bản của chủ nghĩa Mác - Lênin,3,3,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26-27-,hk3,-52201101--52201102--52201103--52201104--52201105--52201106--52201107--52201108--52201109--52201110--52201111--52201112--52201113--52201114--52201115--52201116--52201117--52201118--52201119--52201120--52201121--52201122--52201123--52201124--52201125--52201126--52201127--52201128--52201129--52201130--52201131--52201132--52201133--52201134--52201135--52201136--52201137--52201138--52201139--52201140--52201141--52201142--52201143--52201144--52201145--52201146--52201147--52201148--52201149--52201150-
001203_3_2023_10,'001203,Tiếng Anh 3,3,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26-27-28-,hk3,-52201101--52201102--52201103--52201104--52201105--52201106--52201107--52201108--52201109--52201110--52201111--52201112--52201113--52201114--52201115--52201116--52201117--52201118--52201119--52201120--52201121--52201122--52201123--52201124--52201125--52201126--52201127--52201128--52201129--52201130--52201131--52201132--52201133--52201134--52201135--52201136--52201137--52201138--52201139--52201140--52201141--52201142--52201143--52201144--52201145--52201146--52201147--52201148--52201149--52201150-
501044_3_2023_11,'501044,Cấu trúc rời rạc,3,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk3,-52202001--52202002--52202003--52202004--52202005--52202006--52202007--52202008--52202009--52202010--52202011--52202012--52202013--52202014--52202015--52202016--52202017--52202018--52202019--52202020--52202021--52202022--52202023--52202024--52202025--52202026--52202027--52202028--52202029--52202030--52202031--52202032--52202033--52202034--52202035--52202036--52202037--52202038--52202039--52202040--52202041--52202042--52202043--52202044--52202045--52202046--52202047--52202048--52202049--52202050-
501044TH_3_2023_11,'501044TH,Thực hành cấu trúc rời rạc,3,7,-2-3-4-5-6-7-8-9-10-11-,hk3,-52202001--52202002--52202003--52202004--52202005--52202006--52202007--52202008--52202009--52202010--52202011--52202012--52202013--52202014--52202015--52202016--52202017--52202018--52202019--52202020--52202021--52202022--52202023--52202024--52202025--52202026--52202027--52202028--52202029--52202030--52202031--52202032--52202033--52202034--52202035--52202036--52202037--52202038--52202039--52202040--52202041--52202042--52202043--52202044--52202045--52202046--52202047--52202048--52202049--52202050-
D02029_3_2023_11,'D02029,Giáo dục quốc phòng - Học phần 2,1,3,-1-2-3-4-5-6-7-8-9-10-,hk3,-52202001--52202002--52202003--52202004--52202005--52202006--52202007--52202008--52202009--52202010--52202011--52202012--52202013--52202014--52202015--52202016--52202017--52202018--52202019--52202020--52202021--52202022--52202023--52202024--52202025--52202026--52202027--52202028--52202029--52202030--52202031--52202032--52202033--52202034--52202035--52202036--52202037--52202038--52202039--52202040--52202041--52202042--52202043--52202044--52202045--52202046--52202047--52202048--52202049--52202050-
300084_3_2023_11,'300084,Kỹ năng viết và trình bày,1,4,-1-2-3-,hk3,-52202001--52202002--52202003--52202004--52202005--52202006--52202007--52202008--52202009--52202010--52202011--52202012--52202013--52202014--52202015--52202016--52202017--52202018--52202019--52202020--52202021--52202022--52202023--52202024--52202025--52202026--52202027--52202028--52202029--52202030--52202031--52202032--52202033--52202034--52202035--52202036--52202037--52202038--52202039--52202040--52202041--52202042--52202043--52202044--52202045--52202046--52202047--52202048--52202049--52202050-
502047_3_2023_11,'502047,Nhập môn hệ điều hành,4,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk3,-52202001--52202002--52202003--52202004--52202005--52202006--52202007--52202008--52202009--52202010--52202011--52202012--52202013--52202014--52202015--52202016--52202017--52202018--52202019--52202020--52202021--52202022--52202023--52202024--52202025--52202026--52202027--52202028--52202029--52202030--52202031--52202032--52202033--52202034--52202035--52202036--52202037--52202038--52202039--52202040--52202041--52202042--52202043--52202044--52202045--52202046--52202047--52202048--52202049--52202050-
502047TH_3_2023_11,'502047TH,Thực hành nhập môn hệ điều hành,2,5,-1-2-3-4-5-6-7-8-9-10-,hk3,-52202001--52202002--52202003--52202004--52202005--52202006--52202007--52202008--52202009--52202010--52202011--52202012--52202013--52202014--52202015--52202016--52202017--52202018--52202019--52202020--52202021--52202022--52202023--52202024--52202025--52202026--52202027--52202028--52202029--52202030--52202031--52202032--52202033--52202034--52202035--52202036--52202037--52202038--52202039--52202040--52202041--52202042--52202043--52202044--52202045--52202046--52202047--52202048--52202049--52202050-
502046_3_2023_11,'502046,Nhập môn Mạng máy tính,1,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk3,-52202001--52202002--52202003--52202004--52202005--52202006--52202007--52202008--52202009--52202010--52202011--52202012--52202013--52202014--52202015--52202016--52202017--52202018--52202019--52202020--52202021--52202022--52202023--52202024--52202025--52202026--52202027--52202028--52202029--52202030--52202031--52202032--52202033--52202034--52202035--52202036--52202037--52202038--52202039--52202040--52202041--52202042--52202043--52202044--52202045--52202046--52202047--52202048--52202049--52202050-
502046TH_3_2023_11,'502046TH,Thực hành nhập môn Mạng máy tính,2,3,-1-2-3-4-5-6-7-8-9-10-,hk3,-52202001--52202002--52202003--52202004--52202005--52202006--52202007--52202008--52202009--52202010--52202011--52202012--52202013--52202014--52202015--52202016--52202017--52202018--52202019--52202020--52202021--52202022--52202023--52202024--52202025--52202026--52202027--52202028--52202029--52202030--52202031--52202032--52202033--52202034--52202035--52202036--52202037--52202038--52202039--52202040--52202041--52202042--52202043--52202044--52202045--52202046--52202047--52202048--52202049--52202050-
L00021_3_2023_11,'L00021,Những kỹ năng thiết yếu cho sự phát triển bền vững - Thái độ sống 2,4,5,-1-2-3-,hk3,-52202001--52202002--52202003--52202004--52202005--52202006--52202007--52202008--52202009--52202010--52202011--52202012--52202013--52202014--52202015--52202016--52202017--52202018--52202019--52202020--52202021--52202022--52202023--52202024--52202025--52202026--52202027--52202028--52202029--52202030--52202031--52202032--52202033--52202034--52202035--52202036--52202037--52202038--52202039--52202040--52202041--52202042--52202043--52202044--52202045--52202046--52202047--52202048--52202049--52202050-
301001_3_2023_11,'301001,Những nguyên lý cơ bản của chủ nghĩa Mác - Lênin,3,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26-27-,hk3,-52202001--52202002--52202003--52202004--52202005--52202006--52202007--52202008--52202009--52202010--52202011--52202012--52202013--52202014--52202015--52202016--52202017--52202018--52202019--52202020--52202021--52202022--52202023--52202024--52202025--52202026--52202027--52202028--52202029--52202030--52202031--52202032--52202033--52202034--52202035--52202036--52202037--52202038--52202039--52202040--52202041--52202042--52202043--52202044--52202045--52202046--52202047--52202048--52202049--52202050-
001203_3_2023_11,'001203,Tiếng Anh 3,3,3,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26-27-,hk3,-52202001--52202002--52202003--52202004--52202005--52202006--52202007--52202008--52202009--52202010--52202011--52202012--52202013--52202014--52202015--52202016--52202017--52202018--52202019--52202020--52202021--52202022--52202023--52202024--52202025--52202026--52202027--52202028--52202029--52202030--52202031--52202032--52202033--52202034--52202035--52202036--52202037--52202038--52202039--52202040--52202041--52202042--52202043--52202044--52202045--52202046--52202047--52202048--52202049--52202050-
501044_3_2023_12,'501044,Cấu trúc rời rạc,3,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk3,-52212051--52212052--52212053--52212054--52212055--52212056--52212057--52212058--52212059--52212060--52212061--52212062--52212063--52212064--52212065--52212066--52212067--52212068--52212069--52212070--52212071--52212072--52212073--52212074--52212075--52212076--52212077--52212078--52212079--52212080--52212081--52212082--52212083--52212084--52212085--52212086--52212087--52212088--52212089--52212090--52212091--52212092--52212093--52212094--52212095--52212096--52212097--52212098--52212099--52212100-
501044TH_3_2023_12,'501044TH,Thực hành cấu trúc rời rạc,1,3,-1-2-3-4-5-6-7-8-9-10-,hk3,-52212051--52212052--52212053--52212054--52212055--52212056--52212057--52212058--52212059--52212060--52212061--52212062--52212063--52212064--52212065--52212066--52212067--52212068--52212069--52212070--52212071--52212072--52212073--52212074--52212075--52212076--52212077--52212078--52212079--52212080--52212081--52212082--52212083--52212084--52212085--52212086--52212087--52212088--52212089--52212090--52212091--52212092--52212093--52212094--52212095--52212096--52212097--52212098--52212099--52212100-
D02029_3_2023_12,'D02029,Giáo dục quốc phòng - Học phần 2,2,6,-1-2-3-4-5-6-7-8-9-10-,hk3,-52212051--52212052--52212053--52212054--52212055--52212056--52212057--52212058--52212059--52212060--52212061--52212062--52212063--52212064--52212065--52212066--52212067--52212068--52212069--52212070--52212071--52212072--52212073--52212074--52212075--52212076--52212077--52212078--52212079--52212080--52212081--52212082--52212083--52212084--52212085--52212086--52212087--52212088--52212089--52212090--52212091--52212092--52212093--52212094--52212095--52212096--52212097--52212098--52212099--52212100-
300084_3_2023_12,'300084,Kỹ năng viết và trình bày,2,2,-4-5-6-,hk3,-52212051--52212052--52212053--52212054--52212055--52212056--52212057--52212058--52212059--52212060--52212061--52212062--52212063--52212064--52212065--52212066--52212067--52212068--52212069--52212070--52212071--52212072--52212073--52212074--52212075--52212076--52212077--52212078--52212079--52212080--52212081--52212082--52212083--52212084--52212085--52212086--52212087--52212088--52212089--52212090--52212091--52212092--52212093--52212094--52212095--52212096--52212097--52212098--52212099--52212100-
502047_3_2023_12,'502047,Nhập môn hệ điều hành,4,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk3,-52212051--52212052--52212053--52212054--52212055--52212056--52212057--52212058--52212059--52212060--52212061--52212062--52212063--52212064--52212065--52212066--52212067--52212068--52212069--52212070--52212071--52212072--52212073--52212074--52212075--52212076--52212077--52212078--52212079--52212080--52212081--52212082--52212083--52212084--52212085--52212086--52212087--52212088--52212089--52212090--52212091--52212092--52212093--52212094--52212095--52212096--52212097--52212098--52212099--52212100-
502047TH_3_2023_12,'502047TH,Thực hành nhập môn hệ điều hành,1,7,-2-3-4-5-6-7-8-9-10-11-,hk3,-52212051--52212052--52212053--52212054--52212055--52212056--52212057--52212058--52212059--52212060--52212061--52212062--52212063--52212064--52212065--52212066--52212067--52212068--52212069--52212070--52212071--52212072--52212073--52212074--52212075--52212076--52212077--52212078--52212079--52212080--52212081--52212082--52212083--52212084--52212085--52212086--52212087--52212088--52212089--52212090--52212091--52212092--52212093--52212094--52212095--52212096--52212097--52212098--52212099--52212100-
502046_3_2023_12,'502046,Nhập môn Mạng máy tính,2,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk3,-52212051--52212052--52212053--52212054--52212055--52212056--52212057--52212058--52212059--52212060--52212061--52212062--52212063--52212064--52212065--52212066--52212067--52212068--52212069--52212070--52212071--52212072--52212073--52212074--52212075--52212076--52212077--52212078--52212079--52212080--52212081--52212082--52212083--52212084--52212085--52212086--52212087--52212088--52212089--52212090--52212091--52212092--52212093--52212094--52212095--52212096--52212097--52212098--52212099--52212100-
502046TH_3_2023_12,'502046TH,Thực hành nhập môn Mạng máy tính,2,5,-1-2-3-4-5-6-7-8-9-10-,hk3,-52212051--52212052--52212053--52212054--52212055--52212056--52212057--52212058--52212059--52212060--52212061--52212062--52212063--52212064--52212065--52212066--52212067--52212068--52212069--52212070--52212071--52212072--52212073--52212074--52212075--52212076--52212077--52212078--52212079--52212080--52212081--52212082--52212083--52212084--52212085--52212086--52212087--52212088--52212089--52212090--52212091--52212092--52212093--52212094--52212095--52212096--52212097--52212098--52212099--52212100-
L00021_3_2023_12,'L00021,Những kỹ năng thiết yếu cho sự phát triển bền vững - Thái độ sống 2,1,4,-1-2-3-,hk3,-52212051--52212052--52212053--52212054--52212055--52212056--52212057--52212058--52212059--52212060--52212061--52212062--52212063--52212064--52212065--52212066--52212067--52212068--52212069--52212070--52212071--52212072--52212073--52212074--52212075--52212076--52212077--52212078--52212079--52212080--52212081--52212082--52212083--52212084--52212085--52212086--52212087--52212088--52212089--52212090--52212091--52212092--52212093--52212094--52212095--52212096--52212097--52212098--52212099--52212100-
301001_3_2023_12,'301001,Những nguyên lý cơ bản của chủ nghĩa Mác - Lênin,4,3,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26-27-,hk3,-52212051--52212052--52212053--52212054--52212055--52212056--52212057--52212058--52212059--52212060--52212061--52212062--52212063--52212064--52212065--52212066--52212067--52212068--52212069--52212070--52212071--52212072--52212073--52212074--52212075--52212076--52212077--52212078--52212079--52212080--52212081--52212082--52212083--52212084--52212085--52212086--52212087--52212088--52212089--52212090--52212091--52212092--52212093--52212094--52212095--52212096--52212097--52212098--52212099--52212100-
001203_3_2023_12,'001203,Tiếng Anh 3,1,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-21-22-23-26-27-28-,hk3,-52212051--52212052--52212053--52212054--52212055--52212056--52212057--52212058--52212059--52212060--52212061--52212062--52212063--52212064--52212065--52212066--52212067--52212068--52212069--52212070--52212071--52212072--52212073--52212074--52212075--52212076--52212077--52212078--52212079--52212080--52212081--52212082--52212083--52212084--52212085--52212086--52212087--52212088--52212089--52212090--52212091--52212092--52212093--52212094--52212095--52212096--52212097--52212098--52212099--52212100-
501044_3_2023_13,'501044,Cấu trúc rời rạc,3,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk3,-52203101--52203102--52203103--52203104--52203105--52203106--52203107--52203108--52203109--52203110--52203111--52203112--52203113--52203114--52203115--52203116--52203117--52203118--52203119--52203120--52203121--52203122--52203123--52203124--52203125--52203126--52203127--52203128--52203129--52203130--52203131--52203132--52203133--52203134--52203135--52203136--52203137--52203138--52203139--52203140--52203141--52203142--52203143--52203144--52203145--52203146--52203147--52203148--52203149--52203150-
501044TH_3_2023_13,'501044TH,Thực hành cấu trúc rời rạc,4,2,-1-2-3-4-5-6-7-8-9-10-,hk3,-52203101--52203102--52203103--52203104--52203105--52203106--52203107--52203108--52203109--52203110--52203111--52203112--52203113--52203114--52203115--52203116--52203117--52203118--52203119--52203120--52203121--52203122--52203123--52203124--52203125--52203126--52203127--52203128--52203129--52203130--52203131--52203132--52203133--52203134--52203135--52203136--52203137--52203138--52203139--52203140--52203141--52203142--52203143--52203144--52203145--52203146--52203147--52203148--52203149--52203150-
D02029_3_2023_13,'D02029,Giáo dục quốc phòng - Học phần 2,3,2,-1-2-3-4-5-6-7-8-9-10-,hk3,-52203101--52203102--52203103--52203104--52203105--52203106--52203107--52203108--52203109--52203110--52203111--52203112--52203113--52203114--52203115--52203116--52203117--52203118--52203119--52203120--52203121--52203122--52203123--52203124--52203125--52203126--52203127--52203128--52203129--52203130--52203131--52203132--52203133--52203134--52203135--52203136--52203137--52203138--52203139--52203140--52203141--52203142--52203143--52203144--52203145--52203146--52203147--52203148--52203149--52203150-
300084_3_2023_13,'300084,Kỹ năng viết và trình bày,4,4,-2-3-4-,hk3,-52203101--52203102--52203103--52203104--52203105--52203106--52203107--52203108--52203109--52203110--52203111--52203112--52203113--52203114--52203115--52203116--52203117--52203118--52203119--52203120--52203121--52203122--52203123--52203124--52203125--52203126--52203127--52203128--52203129--52203130--52203131--52203132--52203133--52203134--52203135--52203136--52203137--52203138--52203139--52203140--52203141--52203142--52203143--52203144--52203145--52203146--52203147--52203148--52203149--52203150-
502047_3_2023_13,'502047,Nhập môn hệ điều hành,4,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-,hk3,-52203101--52203102--52203103--52203104--52203105--52203106--52203107--52203108--52203109--52203110--52203111--52203112--52203113--52203114--52203115--52203116--52203117--52203118--52203119--52203120--52203121--52203122--52203123--52203124--52203125--52203126--52203127--52203128--52203129--52203130--52203131--52203132--52203133--52203134--52203135--52203136--52203137--52203138--52203139--52203140--52203141--52203142--52203143--52203144--52203145--52203146--52203147--52203148--52203149--52203150-
